"","press","depth","tempc","cond","spcond","salinity","vel","rho","station","date","site"
"242",7.05,7.02936983174954,15.8297066688905,40202.1406249734,49231.4835261905,31.8537590714228,1505.74728407178,1023.39897056023,34,"2023-11-03 08:24:47","3"
"252",7.35,7.32844903608787,15.8342737116321,40206.4082917953,49231.2029053453,31.8537423895188,1505.76649082451,1023.39927795202,34,"2023-11-03 08:24:47","3"
"262",7.65,7.6275282522264,15.836127281192,40206.8652343733,49229.5277628977,31.8525441183467,1505.77586300184,1023.39927917618,34,"2023-11-03 08:24:47","3"
"272",7.95,7.9266072240384,15.8369767691683,40209.1130295224,49231.2558503107,31.853735535364,1505.78485989764,1023.40133941598,34,"2023-11-03 08:24:47","3"
"282",8.25,8.22568640079087,15.8397766550449,40206.2107036206,49224.3273551963,31.8488093556648,1505.79288159996,1023.398266005,34,"2023-11-03 08:24:47","3"
"292",8.55,8.52476587655656,15.8461954242571,40214.4067344834,49226.6248016351,31.8507715438122,1505.82014763956,1023.3996824377,34,"2023-11-03 08:24:47","3"
"302",8.85,8.82384476713421,15.8468070030213,40217.712890625,49229.9347751346,31.8530885642241,1505.82970081956,1023.40266021247,34,"2023-11-03 08:24:47","3"
"312",9.15,9.12292361737939,15.8489424312509,40215.1086519866,49224.1735752021,31.8489611543126,1505.83656970941,1023.40034782865,34,"2023-11-03 08:24:47","3"
"322",9.45,9.42200346222105,15.8546798665068,40214.3223569981,49216.2984612765,31.8435416699945,1505.85318504298,1023.39624290035,34,"2023-11-03 08:24:47","3"
"332",9.75,9.7210839749188,15.8602435516646,40219.2602037468,49215.6393449939,31.8433154205101,1505.87525048824,1023.39616662737,34,"2023-11-03 08:24:47","3"
"342",10.05,10.0201646920891,15.8673473859322,40224.8422129806,49213.9137795217,31.8424189980317,1505.90134354775,1023.39523293558,34,"2023-11-03 08:24:47","3"
"352",10.35,10.3192456102032,15.8682887627345,40224.0900967177,49211.8599952194,31.8408884529327,1505.90748336486,1023.39518081197,34,"2023-11-03 08:24:47","3"
"362",10.65,10.6183263859183,15.8674759864807,40223.330078125,49211.9088678625,31.8407614726189,1505.90977229092,1023.39659682397,34,"2023-11-03 08:24:47","3"
"372",10.95,10.9174057954095,15.8621535487478,40227.1695218893,49223.0169341161,31.848320443414,1505.90686631837,1023.40492015686,34,"2023-11-03 08:24:47","3"
"382",11.25,11.2164846420636,15.8636934084063,40221.2161745175,49213.8776744094,31.8417179391661,1505.90901913513,1023.40083804548,34,"2023-11-03 08:24:47","3"
"392",11.55,11.5155636503804,15.8679246966001,40229.5798292053,49219.0148238089,31.8455862388551,1505.93165125713,1023.40420314818,34,"2023-11-03 08:24:47","3"
"402",11.85,11.8146432280919,15.8677109350844,40217.3372682216,49204.2939866439,31.8348449388557,1505.92355792677,1023.39733066914,34,"2023-11-03 08:24:47","3"
